1000,2048,0.1
2000,2048,0.5
3000,2048,2.4
4000,2048,6.2
5000,2048,10.1
6000,2048,16.1
7000,2048,18.1,4096,0.2
8000,2048,16.3
9000,2048,22.7,4096,0.3
10000,2048,27.9,4096,1.2
11000,2048,32,4096,1.6
12000,2048,33.2,4096,1.6
13000,2048,35.4,4096,2.2
14000,2048,36,4096,3
15000,2048,38.4,4096,2.8
16000,2048,39.5,4096,4.3
17000,2048,39.8,4096,4.7
18000,2048,39.6,4096,6.2
19000,2048,43.4,4096,7.6
20000,2048,37,4096,5.8
21000,2048,44.5,4096,8.1,8192,0.1
22000,2048,39.7,4096,10.4
23000,2048,40.4,4096,9.3
24000,2048,45.4,4096,11.6,8192,0.1
25000,2048,46.3,4096,13
26000,2048,44.6,4096,14.8,8192,0.2
27000,2048,44.6,4096,12.7,8192,0.3
28000,2048,45.2,4096,14.1,8192,0.2
29000,2048,42.8,4096,15.2,8192,0.2
30000,2048,43.6,4096,16.4,8192,0.3
31000,2048,42.5,4096,18.6,8192,0.3
32000,2048,40.6,4096,17.7,8192,0.5
33000,2048,43.8,4096,18.3,8192,0.6
34000,2048,43.1,4096,20.2,8192,0.3
35000,2048,45.3,4096,19.6,8192,0.5
36000,2048,43.7,4096,18.6,8192,0.8
37000,2048,43.5,4096,18.6,8192,0.6
38000,2048,44.5,4096,20,8192,0.6
39000,2048,43.3,4096,21.7,8192,1.1
40000,2048,45.3,4096,23.5,8192,1.1
41000,2048,42.9,4096,21.6,8192,1.4
42000,2048,35.3,4096,13.6,8192,0.5
43000,2048,45,4096,20.9,8192,0.7
44000,2048,43.8,4096,24.3,8192,1
45000,2048,42.4,4096,23.9,8192,1.6
46000,2048,38.2,4096,18.8,8192,1.5
47000,2048,44.5,4096,22.6,8192,2.1
48000,2048,40,4096,28.7,8192,2.3
49000,2048,42.7,4096,26.1,8192,2
50000,2048,39.3,4096,31.2,8192,1.7
51000,2048,40.7,4096,28.4,8192,2.6
52000,2048,42.6,4096,25.4,8192,2.2
53000,2048,40.7,4096,28.6,8192,2.4
54000,2048,41.2,4096,30.4,8192,2.1
55000,2048,40.7,4096,31.5,8192,3.1
56000,2048,41.1,4096,27.9,8192,2.6
57000,2048,38.3,4096,32.5,8192,2.8
58000,2048,39.2,4096,33.2,8192,2.8
59000,2048,40.3,4096,31.5,8192,2.8
60000,2048,37.1,4096,31.7,8192,3.3
61000,2048,39.7,4096,35.2,8192,3.3
62000,2048,38.8,4096,33.6,8192,3.1
63000,2048,35.3,4096,27.9,8192,3.4
64000,2048,39.1,4096,33.7,8192,2.7
65000,2048,37,4096,35.4,8192,4.5
66000,2048,38.2,4096,34.7,8192,3.5
67000,2048,35.9,4096,36.2,8192,3.9
68000,2048,33.4,4096,25,8192,2.2
69000,2048,36.5,4096,35.9,8192,2.9
70000,2048,39.3,4096,31.5,8192,2.6
71000,2048,36.3,4096,36.4,8192,3.5
72000,2048,35.6,4096,37,8192,4.8
73000,2048,38.3,4096,36.1,8192,5.2
74000,2048,38,4096,32.3,8192,3.9
75000,2048,34.7,4096,36.9,8192,4.6
76000,2048,36.4,4096,37.5,8192,5.1
77000,2048,36.1,4096,39.4,8192,4.6
78000,2048,37.1,4096,37.1,8192,4.2
79000,2048,34.6,4096,38.1,8192,5.5
80000,2048,35.9,4096,39.6,8192,5.4
81000,2048,35.2,4096,39.7,8192,6.4
82000,2048,33.2,4096,41.6,8192,4.7
83000,2048,31.6,4096,41.3,8192,6.7
84000,2048,37.3,4096,38.6,8192,6.4
85000,2048,35.6,4096,38,8192,6.7
86000,2048,33.2,4096,40.5,8192,6.3
87000,2048,31.9,4096,40.5,8192,7.7
88000,2048,37.7,4096,40.7,8192,5.5
89000,2048,32.4,4096,39.3,8192,7.5
90000,2048,30.7,4096,40.8,8192,8.3
91000,2048,29.9,4096,41.5,8192,7.4
92000,2048,32.5,4096,40.5,8192,7.1
93000,2048,34.4,4096,38.7,8192,6.3,16384,0.1
94000,2048,33.3,4096,42.7,8192,6.3
95000,2048,29.7,4096,44.3,8192,7.4,16384,0.1
96000,2048,21.3,4096,22.5,8192,4.5,16384,0.1
97000,2048,35.2,4096,15.1,8192,0.7
98000,2048,34.1,4096,38.7,8192,4.4
99000,2048,29.9,4096,45.3,8192,5.8
100000,2048,33.7,4096,41.7,8192,7
